SP,GD,NUM_MUT,DROPPED_PAIRS,SEQS,IUCN,IUCN_fact,IUCN_bin,IUCN_cr.en_1,taxonid,scientific_name,kingdom,phylum,class,order,family,genus,category,population_trend,marine_system,freshwater_system,terrestrial_system
Myrmotherula axillaris,0.024832936,659702,0,230,LC,1,0,0,103657467,Myrmotherula axillaris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,LC,Decreasing,FALSE,TRUE,TRUE
Myrmotherula gularis,0.001939139,3825,0,64,LC,1,0,0,22701463,Rhopias gularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Rhopias,LC,Decreasing,FALSE,TRUE,TRUE
Myrmotherula hauxwelli,0.020337954,295,36,11,LC,1,0,0,22701457,Isleria hauxwelli,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Isleria,LC,Decreasing,FALSE,FALSE,TRUE
Myrmotherula iheringi,0.01244515,299,0,10,LC,1,0,0,22701517,Myrmotherula iheringi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,LC,Decreasing,FALSE,FALSE,TRUE
Myrmotherula longipennis,0.026269973,367,36,11,LC,1,0,0,22701511,Myrmotherula longipennis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,LC,Stable,FALSE,FALSE,TRUE
Myrmotherula schisticolor,0.026636431,555,0,7,LC,1,0,0,22701505,Myrmotherula schisticolor,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,LC,Decreasing,FALSE,FALSE,TRUE
Nectarinia humbloti,0.018741212,85,0,6,LC,1,0,0,22717813,Cinnyris humbloti,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,LC,Stable,FALSE,FALSE,TRUE
Nectarinia jugularis,0.031782808,7011,0,21,LC,1,0,0,103804139,Cinnyris jugularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,LC,Stable,FALSE,FALSE,TRUE
Nectarinia oritis,0.011487137,1516,0,22,LC,1,0,0,22717728,Cyanomitra oritis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cyanomitra,LC,Decreasing,FALSE,TRUE,TRUE
Nectarinia sovimanga,0.006672085,42,0,7,LC,1,0,0,22717808,Cinnyris sovimanga,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,LC,Stable,FALSE,FALSE,TRUE
Nesospiza acunhae,0.000245,15,32,17,VU,3,1,0,22735943,Nesospiza acunhae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Nesospiza,VU,Stable,FALSE,FALSE,TRUE
Newtonia amphichroa,0.012631774,24641,138,73,LC,1,0,0,22715082,Newtonia amphichroa,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,VANGIDAE,Newtonia,LC,Unknown,FALSE,FALSE,TRUE
Newtonia archboldi,0.000969,51,0,12,LC,1,0,0,22715090,Newtonia archboldi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,VANGIDAE,Newtonia,LC,Unknown,FALSE,FALSE,TRUE
Newtonia brunneicauda,0.011016894,23425,0,74,LC,1,0,0,22715086,Newtonia brunneicauda,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,VANGIDAE,Newtonia,LC,Unknown,FALSE,FALSE,TRUE
Niltava sundara,0.001182292,24,0,7,LC,1,0,0,22709473,Niltava sundara,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Niltava,LC,Stable,FALSE,FALSE,TRUE
Ninox novaeseelandiae,0.027666346,115,20,7,LC,1,0,0,62023843,Ninox novaeseelandiae,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,LC,Stable,FALSE,FALSE,TRUE
Ninox scutulata,0.007907921,14682,0,64,LC,1,0,0,22725643,Ninox scutulata,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,LC,Decreasing,FALSE,FALSE,TRUE
Nipponia nippon,0.000537,6,20,7,EN,4,1,1,22697548,Nipponia nippon,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Nipponia,EN,Increasing,FALSE,TRUE,TRUE
Nisaetus cirrhatus,0.007844094,748,104,28,LC,1,0,0,22732090,Nisaetus cirrhatus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Nisaetus,LC,Decreasing,FALSE,FALSE,TRUE
Nisaetus nanus,0.003030303,8,10,6,VU,3,1,0,22696186,Nisaetus nanus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Nisaetus,VU,Decreasing,FALSE,FALSE,TRUE
Nisaetus nipalensis,0.007936205,230,112,18,LC,1,0,0,22696153,Nisaetus nipalensis,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Nisaetus,NT,Decreasing,FALSE,FALSE,TRUE
Numenius tahitiensis,0.001811258,2135,0,50,VU,3,1,0,22693182,Numenius tahitiensis,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,NT,Decreasing,TRUE,FALSE,TRUE
Nycticorax nycticorax,0.012334064,124,66,10,LC,1,0,0,22697211,Nycticorax nycticorax,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Nycticorax,LC,Decreasing,TRUE,TRUE,TRUE
Oceanites oceanicus,0.018925405,624,0,9,LC,1,0,0,22698436,Oceanites oceanicus,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,OCEANITIDAE,Oceanites,LC,Stable,TRUE,FALSE,TRUE
Oceanodroma castro,0.01966755,559,0,8,LC,1,0,0,132341128,Hydrobates castro,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,LC,Decreasing,TRUE,FALSE,TRUE
Oceanodroma leucorhoa,0.019266767,422,14,8,VU,3,1,0,132438298,Hydrobates leucorhous,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,VU,Decreasing,TRUE,FALSE,TRUE
Opisthocomus hoazin,0.035882041,733,14,8,LC,1,0,0,22684428,Opisthocomus hoazin,ANIMALIA,CHORDATA,AVES,OPISTHOCOMIFORMES,OPISTHOCOMIDAE,Opisthocomus,LC,Decreasing,FALSE,TRUE,TRUE
Oreomystis bairdi,0.002531646,6,24,6,CR,5,1,1,22720809,Oreomystis bairdi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Oreomystis,CR,Decreasing,FALSE,FALSE,TRUE
Oreomystis mana,0,0,32,7,EN,4,1,1,22720814,Manucerthia mana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Manucerthia,EN,Decreasing,FALSE,FALSE,TRUE
Oriolus chinensis,0.001428571,4,10,6,LC,1,0,0,22706394,Oriolus chinensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ORIOLIDAE,Oriolus,LC,Decreasing,FALSE,FALSE,TRUE
Orthonyx novaeguineae,0.036250808,203,0,7,LC,1,0,0,22732582,Orthonyx novaeguineae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ORTHONYCHIDAE,Orthonyx,LC,Stable,FALSE,FALSE,TRUE
Otis tarda,0.003397549,184,160,17,VU,3,1,0,22691900,Otis tarda,ANIMALIA,CHORDATA,AVES,OTIDIFORMES,OTIDIDAE,Otis,VU,Decreasing,FALSE,FALSE,TRUE
Otus elegans,0.009835309,1023,0,14,NT,2,0,0,22688651,Otus elegans,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Otus,NT,Decreasing,FALSE,FALSE,TRUE
Otus longicornis,0.01038167,148,24,8,NT,2,0,0,22688602,Otus longicornis,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Otus,NT,Decreasing,FALSE,FALSE,TRUE
Otus megalotis,0.023694329,1266,44,13,LC,1,0,0,22727655,Otus megalotis,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Otus,LC,Decreasing,FALSE,FALSE,TRUE
Otus rutilus,0.003254306,754,0,34,LC,1,0,0,22735960,Otus rutilus,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Otus,LC,Stable,FALSE,FALSE,TRUE
Otus scops,0.002865524,271,112,18,LC,1,0,0,155019854,Otus scops,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Otus,LC,Decreasing,FALSE,FALSE,TRUE
Otus semitorques,0.00309776,1016,0,27,LC,1,0,0,61859151,Otus semitorques,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Otus,LC,Stable,FALSE,TRUE,TRUE
Otus sunia,0.005248453,75,0,6,LC,1,0,0,22728969,Otus sunia,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Otus,LC,Stable,FALSE,FALSE,TRUE
Pachycephala pectoralis,0.05127142,954,12,8,LC,1,0,0,103693368,Pachycephala pectoralis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PACHYCEPHALIDAE,Pachycephala,LC,Stable,FALSE,FALSE,TRUE
Pachyptila belcheri,0.002467765,1158,0,33,LC,1,0,0,22698119,Pachyptila belcheri,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,LC,Stable,TRUE,FALSE,TRUE
Pachyptila desolata,0.001893111,1060,0,36,LC,1,0,0,22698114,Pachyptila desolata,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,LC,Decreasing,TRUE,FALSE,TRUE
Pachyptila salvini,0.001158484,140,0,17,LC,1,0,0,104062546,Pachyptila salvini,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,LC,Stable,TRUE,FALSE,TRUE
Pachyptila turtur,0.001126126,15,0,6,LC,1,0,0,22698124,Pachyptila turtur,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,LC,Stable,TRUE,FALSE,TRUE
Pachyptila vittata,0.002589389,1617,0,38,LC,1,0,0,22698106,Pachyptila vittata,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,LC,Decreasing,TRUE,FALSE,TRUE
Pandion haliaetus,0.012047642,159042,8388,209,LC,1,0,0,22694938,Pandion haliaetus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,PANDIONIDAE,Pandion,LC,Increasing,TRUE,TRUE,TRUE
Paradoxornis alphonsianus,0.002219576,345,0,19,LC,1,0,0,22716810,Suthora alphonsiana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADOXORNITHIDAE,Suthora,LC,Stable,FALSE,FALSE,TRUE
Paradoxornis brunneus,0.01618308,516,0,8,LC,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paradoxornis fulvifrons,0.006433065,194,0,8,LC,1,0,0,22716823,Suthora fulvifrons,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADOXORNITHIDAE,Suthora,LC,Decreasing,FALSE,FALSE,TRUE
Paradoxornis gularis,0.00947299,364,18,10,LC,1,0,0,22735202,Paradoxornis gularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADOXORNITHIDAE,Paradoxornis,LC,Unknown,FALSE,FALSE,TRUE
Paradoxornis guttaticollis,0.022876224,538,12,8,LC,1,0,0,22716798,Paradoxornis guttaticollis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADOXORNITHIDAE,Paradoxornis,LC,Unknown,FALSE,FALSE,TRUE
Paradoxornis nipalensis,0.050393701,864,12,7,LC,1,0,0,22716826,Suthora nipalensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADOXORNITHIDAE,Suthora,LC,Unknown,FALSE,FALSE,TRUE
Paradoxornis unicolor,0.004141149,71,0,6,LC,1,0,0,22716787,Paradoxornis unicolor,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADOXORNITHIDAE,Paradoxornis,LC,Decreasing,FALSE,FALSE,TRUE
Paradoxornis webbianus,0.009770686,101878,286,144,LC,1,0,0,22716804,Suthora webbiana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADOXORNITHIDAE,Suthora,LC,Stable,FALSE,TRUE,TRUE
Paroaria capitata,0.000888,44,0,10,LC,1,0,0,22721602,Paroaria capitata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Paroaria,LC,Stable,FALSE,TRUE,TRUE
Paroaria coronata,0.000894,118,0,16,LC,1,0,0,22721582,Paroaria coronata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Paroaria,LC,Stable,FALSE,FALSE,TRUE
Paroaria gularis,0.01480501,473,0,8,LC,1,0,0,22736352,Paroaria gularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Paroaria,LC,Stable,FALSE,FALSE,TRUE
Paroreomyza montana,0.000422,1,24,6,EN,4,1,1,22720818,Paroreomyza montana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Paroreomyza,EN,Decreasing,FALSE,FALSE,TRUE
Parula pitiayumi,0.026233326,404,0,6,LC,1,0,0,103798640,Setophaga pitiayumi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Setophaga,LC,Decreasing,FALSE,FALSE,TRUE
Parus ater,0.02619632,57839,36,85,LC,1,0,0,22735965,Periparus ater,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Periparus,LC,Decreasing,FALSE,FALSE,TRUE
Parus atricapillus,0.001195952,1988,606,80,LC,1,0,0,22711716,Poecile atricapillus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Poecile,LC,Increasing,FALSE,FALSE,TRUE
Parus caeruleus,0.007331829,4297,742,48,LC,1,0,0,103761667,Cyanistes caeruleus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Cyanistes,LC,Increasing,FALSE,FALSE,TRUE
Parus carolinensis,0.00308541,10475,206,105,LC,1,0,0,22711708,Poecile carolinensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Poecile,LC,Stable,FALSE,TRUE,TRUE
Parus cyanus,0.001309703,51,100,15,LC,1,0,0,22735985,Cyanistes cyanus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Cyanistes,LC,Decreasing,FALSE,TRUE,TRUE
Parus major,0.016522486,13911,310,54,LC,1,0,0,22735990,Parus major,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Parus,LC,Increasing,FALSE,FALSE,TRUE
Parus montanus,0.012174251,23593,2586,85,LC,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus monticolus,0.003850056,43360,638,163,LC,1,0,0,22711919,Parus monticolus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Parus,LC,Stable,FALSE,FALSE,TRUE
Parus palustris,0.015736912,89870,442,113,LC,1,0,0,22735995,Poecile palustris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Poecile,LC,Decreasing,TRUE,TRUE,TRUE
Parus rubidiventris,0.015201748,1186,0,16,LC,1,0,0,22711780,Periparus rubidiventris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Periparus,LC,Stable,FALSE,FALSE,TRUE
Parus rufescens,0.001051791,1178,0,47,LC,1,0,0,22711767,Poecile rufescens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Poecile,LC,Increasing,FALSE,FALSE,TRUE
Parus varius,0.036461317,837,0,7,LC,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus venustulus,0.001053852,12,0,6,LC,1,0,0,22711795,Pardaliparus venustulus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Pardaliparus,LC,Decreasing,FALSE,FALSE,TRUE
Passer domesticus,0.002902501,537,118,27,LC,1,0,0,103818789,Passer domesticus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Passer,LC,Decreasing,FALSE,TRUE,TRUE
Passer insularis,0.005994006,108,0,12,LC,1,0,0,22736000,Passer insularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Passer,LC,Stable,FALSE,FALSE,TRUE
Passer montanus,0.003647591,414,64,18,LC,1,0,0,22718270,Passer montanus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Passer,LC,Decreasing,FALSE,FALSE,TRUE
Passerella iliaca,0.014757116,353,44,13,LC,1,0,0,103779110,Passerella iliaca,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Passerella,LC,Decreasing,FALSE,FALSE,TRUE
Passerina leclancherii,0.005529282,7418,0,61,LC,1,0,0,22723963,Passerina leclancherii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Passerina,LC,Decreasing,FALSE,FALSE,TRUE
Patagioenas subvinacea,0.0031562,49,0,6,VU,3,1,0,22690328,Patagioenas subvinacea,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Patagioenas,LC,Decreasing,FALSE,FALSE,TRUE
Pellorneum ruficeps,0.020583846,3551,0,19,LC,1,0,0,22715859,Pellorneum ruficeps,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PELLORNEIDAE,Pellorneum,LC,Stable,FALSE,FALSE,TRUE
Penelopides panini,0.002731033,52,10,9,EN,4,1,1,22682494,Penelopides panini,ANIMALIA,CHORDATA,AVES,BUCEROTIFORMES,BUCEROTIDAE,Penelopides,EN,Decreasing,FALSE,FALSE,TRUE
Perdix dauurica,0.0024698,76,0,8,LC,1,0,0,22678916,Perdix dauurica,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Perdix,LC,Decreasing,FALSE,FALSE,TRUE
Pernis celebensis,0.017670683,264,20,11,LC,1,0,0,22727689,Pernis celebensis,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Pernis,LC,Decreasing,FALSE,FALSE,TRUE
Pernis ptilorhyncus,0.017039587,1188,0,21,LC,1,0,0,22694995,Pernis ptilorhynchus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Pernis,LC,Decreasing,FALSE,FALSE,TRUE
Petrochelidon fulva,0.006990331,676,0,15,LC,1,0,0,22712435,Petrochelidon fulva,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Petrochelidon,LC,Increasing,FALSE,FALSE,TRUE
Petroica australis,0.00521928,65,12,8,LC,1,0,0,103734942,Petroica australis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PETROICIDAE,Petroica,LC,Decreasing,FALSE,FALSE,TRUE
Petroica macrocephala,0.006386555,76,16,9,LC,1,0,0,103734876,Petroica macrocephala,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PETROICIDAE,Petroica,LC,Decreasing,FALSE,FALSE,TRUE
Pezoporus wallicus,0.013954793,2488,0,21,LC,1,0,0,22685226,Pezoporus wallicus,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Pezoporus,LC,Decreasing,FALSE,FALSE,TRUE
Phaeothlypis fulvicauda,0.042968641,2155,20,11,LC,1,0,0,22722041,Myiothlypis fulvicauda,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Myiothlypis,LC,Decreasing,FALSE,TRUE,TRUE
Pheucticus ludovicianus,0.006530333,95,0,6,LC,1,0,0,22723813,Pheucticus ludovicianus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Pheucticus,LC,Decreasing,FALSE,FALSE,TRUE
Phlegopsis nigromaculata,0.007863428,138,132,15,LC,1,0,0,22701945,Phlegopsis nigromaculata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Phlegopsis,LC,Decreasing,FALSE,FALSE,TRUE
Phodilus badius,0.010188239,64,16,6,LC,1,0,0,22727641,Phodilus badius,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,TYTONIDAE,Phodilus,LC,Stable,FALSE,FALSE,TRUE
Phoebastria albatrus,0.00309128,53,0,6,VU,3,1,0,22698335,Phoebastria albatrus,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,VU,Increasing,TRUE,FALSE,TRUE
Phoebastria nigripes,0.00615611,261,24,13,NT,2,0,0,22698350,Phoebastria nigripes,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,NT,Increasing,TRUE,FALSE,TRUE
Phoebetria fusca,0,0,0,15,EN,4,1,1,22698431,Phoebetria fusca,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebetria,EN,Decreasing,TRUE,FALSE,TRUE
Phoebetria palpebrata,0.000505,80,36,19,NT,2,0,0,22698448,Phoebetria palpebrata,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebetria,NT,Decreasing,TRUE,FALSE,TRUE
Phoenicurus auroreus,0.015993292,716,0,10,LC,1,0,0,22710066,Phoenicurus auroreus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,LC,Stable,FALSE,FALSE,TRUE
Phoenicurus ochruros,0.032068662,7141,0,23,LC,1,0,0,22710051,Phoenicurus ochruros,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,LC,Increasing,TRUE,FALSE,TRUE
Phoenicurus phoenicurus,0.025072604,847,0,9,LC,1,0,0,22710055,Phoenicurus phoenicurus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,LC,Increasing,FALSE,FALSE,TRUE
Phrygilus alaudinus,0.007045635,76,0,6,LC,1,0,0,22723110,Corydospiza alaudina,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Corydospiza,LC,Stable,FALSE,FALSE,TRUE
Phrygilus fruticeti,0.006822263,129,0,7,LC,1,0,0,22723080,Rhopospina fruticeti,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Rhopospina,LC,Stable,FALSE,FALSE,TRUE
Phrygilus unicolor,0.025000512,735,0,9,LC,1,0,0,22723085,Geospizopsis unicolor,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Geospizopsis,LC,Stable,FALSE,FALSE,TRUE
Phyllastrephus cabanisi,0.010091949,180,0,8,LC,1,0,0,22712890,Phyllastrephus cabanisi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Phyllastrephus,LC,Stable,FALSE,FALSE,TRUE
Phylloscopus affinis,0.012009222,836,36,17,LC,1,0,0,22715270,Phylloscopus affinis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,FALSE,TRUE
Phylloscopus armandii,0.025716202,1561,0,14,LC,1,0,0,22715281,Phylloscopus armandii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,FALSE,TRUE
Phylloscopus borealis,0.00909103,3978,56,34,LC,1,0,0,103845882,Phylloscopus borealis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Increasing,FALSE,TRUE,TRUE
Phylloscopus chloronotus,0.00490524,102,40,12,LC,1,0,0,22734370,Phylloscopus chloronotus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,FALSE,TRUE
Phylloscopus claudiae,0.003824241,954,0,28,LC,1,0,0,22734268,Phylloscopus claudiae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,FALSE,TRUE
Phylloscopus collybita,0.01468545,3203,0,22,LC,1,0,0,103843725,Phylloscopus collybita,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Increasing,FALSE,FALSE,TRUE
Phylloscopus coronatus,0.006241078,85,0,6,LC,1,0,0,22715348,Phylloscopus coronatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,FALSE,TRUE
Phylloscopus davisoni,0.006118952,112,0,8,LC,1,0,0,22734251,Phylloscopus intensior,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,FALSE,TRUE
Phylloscopus fuscatus,0.026266178,8933,64,34,LC,1,0,0,22715264,Phylloscopus fuscatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,TRUE,TRUE
Phylloscopus goodsoni,0.003900594,355,0,16,LC,1,0,0,22734273,Phylloscopus goodsoni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,FALSE,TRUE
Phylloscopus griseolus,0.001088448,11,0,6,LC,1,0,0,22715278,Phylloscopus griseolus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,FALSE,TRUE
Phylloscopus hainanus,0.001526718,15,0,6,VU,3,1,0,22715363,Phylloscopus hainanus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,VU,Decreasing,FALSE,FALSE,TRUE
Phylloscopus humei,0.018136896,234,0,6,LC,1,0,0,22729514,Phylloscopus humei,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,FALSE,TRUE
Phylloscopus inornatus,0.00756074,119,24,8,LC,1,0,0,22715310,Phylloscopus inornatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,FALSE,TRUE
Phylloscopus ogilviegranti,0.00486362,448,0,17,LC,1,0,0,22734257,Phylloscopus ogilviegranti,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,FALSE,TRUE
Phylloscopus proregulus,0.003782641,138,112,15,LC,1,0,0,22734364,Phylloscopus proregulus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,FALSE,TRUE
Phylloscopus pulcher,0.00830654,15047,236,64,LC,1,0,0,22715287,Phylloscopus pulcher,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,FALSE,TRUE
Phylloscopus reguloides,0.018640091,9812,74,39,LC,1,0,0,22734278,Phylloscopus reguloides,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHYLLOSCOPIDAE,Phylloscopus,LC,Stable,FALSE,FALSE,TRUE
