to_IUCN	PopId	RefID	Year	TaxaClass	Family	Genus	Species	G_s	Common	Continent	Country	Location	n	FST	GlobalFST	Min.Distance	Max.Distance	Mean.Distance	N.Population	Ho	He	MNA	AR	Lat	Long	Msats	row_id	taxonid	scientific_name	kingdom	phylum	class	order	family	genus	category	population_trend	marine_system	freshwater_system	terrestrial_system	rlcat	meanGD	num_indiv	IUCN_fact	IUCN_binary
Myrmecophaga tridactyla	8095	R992	2007	Mammalia	Myrmecophagidae	Myrmecophaga	tridactyla	Myrmecophaga_tridactyla	Giant anteater	SAm	BRA	Emas National Park (periphery)	11	0.168	Population	19042.97443	19042.97443	19042.97443	2	0.482	0.059	3.2	NA	-18.293	-52.926	5	4863	14224	Myrmecophaga tridactyla	ANIMALIA	CHORDATA	MAMMALIA	PILOSA	MYRMECOPHAGIDAE	Myrmecophaga	VU	Decreasing	FALSE	FALSE	TRUE	VU	0.059	27	3	1
Myrmoborus lugubris	8505	R1067	2017	Aves	Thamnophilidae	Myrmoborus	lugubris	Myrmoborus_lugubris	ash-breasted antbird	SAm	BRA	Lower Negro River	14	0.21	Population	Inf	0	NA	4	0.24	0.64	7.62	7.27	-2.445	-61.016	5	5295	22701720	Myrmoborus lugubris	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	THAMNOPHILIDAE	Myrmoborus	VU	Decreasing	FALSE	FALSE	TRUE	VU	0.64	14	3	1
Myrmotherula assimilis	8506	R1067	2017	Aves	Thamnophilidae	Myrmotherula	assimilis	Myrmotherula_assimilis	leaden antwren	SAm	BRA	Lower Negro River	23	0.05	Population	Inf	0	NA	4	0.46	0.6	7.42	7.18	-2.445	-61.016	5	5296	22701540	Myrmotherula assimilis	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	THAMNOPHILIDAE	Myrmotherula	LC	Decreasing	FALSE	TRUE	TRUE	LC	0.6	23	1	0
Nasua narica	8111	R998	2012	Mammalia	Procyonidae	Nasua	narica	Nasua_narica	White nosed coati	NAm	MEX	Jalisco	18	NA	NA	215640.9293	215640.9293	215640.9293	2	0.283	0.242	5	NA	20.067	-103.882	18	4880	41683	Nasua narica	ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	PROCYONIDAE	Nasua	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.242	18	1	0
Nectomys squamipes	7319	R856	2005	Mammalia	Cricetidae	Nectomys	squamipes	Nectomys_squamipes	Neotropical water rat	SAm	BRA	Sumidouro	18	0.1749	Population	80313.45172	784482.7984	330642.2272	8	0.802	0.819	8.9	6.66	-22.05	-42.675	7	3982	14475	Nectomys squamipes	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Nectomys	LC	Unknown	FALSE	TRUE	TRUE	LC	0.757583333333333	253	1	0
Neoseps reynoldsi	6179	R678	2010	Reptilia	Scincidae	Neoseps	reynoldsi	Neoseps_reynoldsi	Florida sand skink	NAm	USA	54B_w	11	0.037	Global	896.0462416	4453.881417	3090.980886	29	NA	0.79	NA	7.21	27.161	-81.364	11	2740	14564	Plestiodon reynoldsi	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	SCINCIDAE	Plestiodon	VU	Decreasing	FALSE	FALSE	TRUE	VU	0.868888888888889	530	3	1
Neothraupis fasciata	8625	R1116	2010	Aves	Emberizidae	Neothraupis	fasciata	Neothraupis_fasciata	white-banded tanager	SAm	BRA	lógica de Águas Emendadas	24	NA	NA	Inf	0	NA	1	0.394	0.54	5.3	NA	-15.553	-47.596	16	5473	22722126	Neothraupis fasciata	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	THRAUPIDAE	Neothraupis	NT	Decreasing	FALSE	FALSE	TRUE	NT	0.54	24	2	0
Neotoma fuscipes	7331	R860	2016	Mammalia	Cricetidae	Neotoma	fuscipes	Neotoma_fuscipes	Dusky-footed woodrat	NAm	USA	Cold canyon	96	0.095	Population	169777.6049	322871.0405	246324.3227	3	0.69	0.69	8.9	NA	38.507	-122.097	15	3997	14587	Neotoma fuscipes	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Neotoma	LC	Stable	FALSE	FALSE	TRUE	LC	0.72	372	1	0
Neotoma macrotis	7327	R858	2002	Mammalia	Cricetidae	Neotoma	macrotis	Neotoma_macrotis	Allegheny woodrat	NAm	USA	NRG	64	0.14	Global	79352.47159	206489.1249	142098.3318	4	0.618	NA	10.4	NA	38.056	-81.06	11	3993	14597	Neotoma macrotis	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Neotoma	LC	Unknown	FALSE	FALSE	TRUE	LC	0.72	474	1	0
Neotoma micropus	7334	R861	2007	Mammalia	Cricetidae	Neotoma	micropus	Neotoma_micropus	Southern plains woodrat	NAm	USA	CWMA	549	0.011	Population	Inf	0	NA	1	0.8	0.845	26	NA	28.323	-99.408	5	4000	14591	Neotoma micropus	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Neotoma	LC	Stable	FALSE	FALSE	TRUE	LC	0.845	549	1	0
Neovison vison	8072	R984	2005	Mammalia	Mustelidae	Neovison	vison	Neovison_vison	American Mink	NAm	CAN	North	60	0.069	Population	365057.0394	557949.7846	461503.412	3	NA	0.72	NA	6.18	48.03	-80.564	13	4840	41661	Neovison vison	ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	MUSTELIDAE	Neovison	LC	Stable	FALSE	TRUE	TRUE	LC	0.72	425	1	0
Nerodia clarkii	4570	R450	2008	Reptilia	Colubridae	Nerodia	clarkii	Nerodia_clarkii	Mangrove salt marsh snake	NAm	USA	Pinellas County	20	0.2505	Population	41221.09698	319035.8492	192470.5114	7	0.375	0.531	3.25	NA	27.09	-82.747	4	710	63852	Nerodia clarkii	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	NATRICIDAE	Nerodia	LC	Decreasing	TRUE	FALSE	FALSE	LC	0.576857142857143	125	1	0
Nerodia erythrogaster	4576	R451	2009	Reptilia	Colubridae	Nerodia	erythrogaster	Nerodia_erythrogaster	Copperbelly water snake	NAm	USA	Highland Creek	30	0.0795	Population	11802.80941	517787.4985	330302.0428	7	0.68	0.74	NA	6.42	37.781	-87.857	7	716	63854	Nerodia erythrogaster	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	NATRICIDAE	Nerodia	LC	Stable	FALSE	TRUE	TRUE	LC	0.715	260	1	0
Nerodia harteri	4582	R452	2012	Reptilia	Colubridae	Nerodia	harteri	Nerodia_harteri	Brazos water snake	NAm	USA	Colorado River	34	0.29	Population	29541.88085	240163.3813	147344.0235	11	0.34	0.43	4.2	NA	31.776	-100.169	5	722	62238	Nerodia harteri	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	NATRICIDAE	Nerodia	NT	Stable	FALSE	TRUE	TRUE	NT	0.445	128	2	0
Nerodia paucimaculata	4590	R452	2012	Reptilia	Colubridae	Nerodia	paucimaculata	Nerodia_paucimaculata	Concho water snake	NAm	USA	Concho River	30	0.2967	Population	29541.88085	237691.2274	148913.8738	11	0.37	0.42	NA	3	31.529	-100.055	6	730	14631	Nerodia paucimaculata	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	NATRICIDAE	Nerodia	NT	Stable	FALSE	FALSE	TRUE	NT	0.425	64	2	0
Nerodia sipedon	4591	R453	1999	Reptilia	Colubridae	Nerodia	sipedon	Nerodia_sipedon	Northern watersnake	NAm	CAN	Barb's Marsh	50	0.006	Global	1034.774425	1034.837642	1034.806034	3	0.678	0.715	9	NA	44.568	-76.325	8	731	62239	Nerodia sipedon	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	NATRICIDAE	Nerodia	LC	Stable	FALSE	TRUE	TRUE	LC	0.718666666666667	150	1	0
Nothoprocta ornata	8843	R1224	2017	Aves	Tinamidae	Nothoprocta	ornata	Nothoprocta_ornata	Ornate tinamou	SAm	BOL	Qurpa	31	NA	NA	Inf	0	NA	1	0.487916667	0.562583333	5.708333333	NA	-16.667	-68.85	24	5887	22678254	Nothoprocta ornata	ANIMALIA	CHORDATA	AVES	STRUTHIONIFORMES	TINAMIDAE	Nothoprocta	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.562583333	31	1	0
Nothura darwinii	8858	R1230	2016	Aves	Tinamidae	Nothura	darwinii	Nothura_darwinii	Darwin’s Nothura	SAm	BOL	Qurpa	22	NA	NA	Inf	0	NA	1	0.437666667	0.57475	6.75	NA	-16.667	-68.85	24	5912	22678271	Nothura darwinii	ANIMALIA	CHORDATA	AVES	STRUTHIONIFORMES	TINAMIDAE	Nothura	LC	Increasing	FALSE	FALSE	TRUE	LC	0.57475	22	1	0
Nucifraga columbiana	8785	R1192	2013	Aves	Corvidae	Nucifraga	columbiana	Nucifraga_columbiana	Clark’s nutcracker	NAm	USA	Bridger-Teton National Forest	22	NA	NA	Inf	0	NA	1	0.690153846	0.808923077	10.84615385	NA	43.926	-110.243	13	5773	22705909	Nucifraga columbiana	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	CORVIDAE	Nucifraga	LC	Stable	FALSE	FALSE	TRUE	LC	0.808923077	22	1	0
Numenius tahitiensis	8594	R575	2012	Aves	Scolopacidae	Numenius	tahitiensis	Numenius_tahitiensis	Bristle-thighed Curlews	NAm	USA	Seward Peninsula	25	NA	NA	1128217.753	5381282.486	3880758.782	4	0.433333333	0.54	5.666666667	NA	65.333	-164.25	3	5432	22693182	Numenius tahitiensis	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	SCOLOPACIDAE	Numenius	NT	Decreasing	TRUE	FALSE	TRUE	NT	0.54	25	2	0
Oceanodroma castro	8758	R1176	2007	Aves	Hydrobatidae	Oceanodroma	castro	Oceanodroma_castro	band- rumped storm-petre	SAm	ECU	Plaza Norte	69	0.455483871	Population	Inf	0	NA	1	NA	0.28	4.3	2.24	-0.634	-90.355	5	5723	132341128	Hydrobates castro	ANIMALIA	CHORDATA	AVES	PROCELLARIIFORMES	HYDROBATIDAE	Hydrobates	LC	Decreasing	TRUE	FALSE	TRUE	LC	0.28	69	1	0
Oceanodroma leucorhoa	8817	R1208	2012	Aves	Hydrobatidae	Oceanodroma	leucorhoa	Oceanodroma_leucorhoa	Leach’s storm-petrel	NAm	CAN	Bon Portage Island	113	0.029888889	Population	1067747.164	7471686.856	3656582.194	5	0.456666667	0.463333333	3.996666667	3.13	43.467	-65.333	18	5830	132438298	Hydrobates leucorhous	ANIMALIA	CHORDATA	AVES	PROCELLARIIFORMES	HYDROBATIDAE	Hydrobates	VU	Decreasing	TRUE	FALSE	TRUE	VU	0.488709808666667	194	3	1
Ochotona princeps	8096	R993	2012	Mammalia	Ochotonidae	Ochotona	princeps	Ochotona_princeps	American pika	NAm	CAN	Bella Coola Valley A1	15	0.2111	Population	391.4332032	72445.91967	30473.0725	10	0.51	0.58	3.2	2.8	52.31	-125.496	28	4864	41267	Ochotona princeps	ANIMALIA	CHORDATA	MAMMALIA	LAGOMORPHA	OCHOTONIDAE	Ochotona	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.598	168	1	0
Octodon degus	8106	R994	2009	Mammalia	Octodontidae	Octodon	degus	Octodon_degus	Degu	SAm	CHL	Estacion Experimental Rinconada de Maipu	21	NA	NA	Inf	0	NA	1	0.775	0.805	8.429	NA	-33.383	-70.517	14	4874	15088	Octodon degus	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	OCTODONTIDAE	Octodon	LC	Unknown	FALSE	FALSE	TRUE	LC	0.805	21	1	0
Odocoileus hemionus	7024	R827	2008	Mammalia	Cervidae	Odocoileus	hemionus	Odocoileus_hemionus	Mule deer	NAm	CAN	BC	117	0.022	Population	470232.4481	1316205.237	995884.7722	4	0.64	0.71	8	NA	58.541	-126.835	10	3685	42393	Odocoileus hemionus	ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Odocoileus	LC	Stable	FALSE	FALSE	TRUE	LC	0.610671232876712	2767	1	0
Odocoileus virginianus	6969	R819	2006	Mammalia	Cervidae	Odocoileus	virginianus	Odocoileus_virginianus	White-tailed deer	NAm	USA	South 1998	654	0.001	Population	34399.15989	34399.15989	34399.15989	4	0.76	0.801	NA	9.16	44.92	-83.889	3	3630	42394	Odocoileus virginianus	ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Odocoileus	LC	Stable	FALSE	FALSE	TRUE	LC	0.728865671641791	8900	1	0
Odontophorus leucolaemus	8763	R1179	2003	Aves	Odontophoridae	Odontophorus	leucolaemus	Odontophorus_leucolaemus	black-breasted wood-quail	CAm	CRI	Monteverde	50	NA	NA	Inf	0	NA	1	0.78	0.802222222	10.2	NA	10.275	-84.826	9	5728	22679688	Odontophorus leucolaemus	ANIMALIA	CHORDATA	AVES	GALLIFORMES	ODONTOPHORIDAE	Odontophorus	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.802222222	50	1	0
Oligoryzomys longicaudatus	7337	R863	2015	Mammalia	Cricetidae	Oligoryzomys	longicaudatus	Oligoryzomys_longicaudatus	Long-tailed pygmy rice rat	SAm	ARG	Villa Lago Rivadavia valley	196	NA	NA	Inf	0	NA	1	0.783	0.788	NA	7.203	-42.55	-71.617	10	4003	15250	Oligoryzomys longicaudatus	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Oligoryzomys	LC	Stable	FALSE	FALSE	TRUE	LC	0.788	196	1	0
Ondatra zibethicus	7340	R864	2013	Mammalia	Cricetidae	Ondatra	zibethicus	Ondatra_zibethicus	Muskrat	NAm	CAN	Campbell	10	NA	NA	16019.24993	528091.7749	212748.6103	17	0.68	0.66	4.6	NA	45.756	-82.307	9	4006	15324	Ondatra zibethicus	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Ondatra	LC	Stable	FALSE	TRUE	TRUE	LC	0.775161290322581	967	1	0
Oophaga granulifera	4845	R479	2013	Amphibia	Dendrobatidae	Oophaga	granulifera	Oophaga_granulifera	Granular poison frog	CAm	CRI	Neotropica	8	0.1292	Population	3838.693334	119719.7764	62054.84503	11	0.75	0.708	NA	6.624	8.735	-83.476	7	1042	55186	Oophaga granulifera	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Oophaga	VU	Decreasing	FALSE	TRUE	TRUE	VU	0.695888888888889	98	3	1
Oophaga pumilio	4808	R465	2015	Amphibia	Dendrobatidae	Oophaa	pumilio	Oophaa_pumilio	Strawberry poison dart frog	CAm	CRI	2	123	0.0335	Population	248.1259286	35091.51121	20420.21301	32	0.788	NA	10.05	NA	10.266	-83.942	11	992	55196	Oophaga pumilio	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Oophaga	LC	Unknown	FALSE	FALSE	TRUE	LC	0.803363636363636	1364	1	0
Oreamnos americanus	6606	R739	2013	Mammalia	Bovidae	Oreamnos	americanus	Oreamnos_americanus	Mountain goat	NAm	CAN	Coast Range	44	0.1963	Population	209903.6808	449434.8202	342141.5621	6	0.53	0.58	NA	4.22	50.437	-123.086	19	3226	42680	Oreamnos americanus	ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Oreamnos	LC	Stable	FALSE	FALSE	TRUE	LC	0.441625	1392	1	0
Oryzomys couesi	7370	R867	2007	Mammalia	Cricetidae	Oryzomys	couesi	Oryzomys_couesi	Coue's Rice rat	NAm	MEX	E	8	0.024	Population	5629.775111	17124.19439	10228.0455	4	0.8	0.747	5.6	NA	20.45	-86.849	5	4036	15592	Oryzomys couesi	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Oryzomys	LC	Unknown	FALSE	TRUE	TRUE	LC	0.77075	221	1	0
Oryzomys palustris	7374	R868	2005	Mammalia	Cricetidae	Oryzomys	palustris	Oryzomys_palustris	Marsh rice rat	NAm	USA	Saddlebunch	12	0.12	Population	19767.61004	141473.3251	80620.46757	3	0.55	0.645	NA	3.967	24.603	-81.588	6	4041	42675	Oryzomys palustris	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Oryzomys	LC	Stable	FALSE	TRUE	TRUE	LC	0.756	67	1	0
Otospermophilus beecheyi	8242	R1020	2014	Mammalia	Sciuridae	Otospermophilus	beecheyi	Otospermophilus_beecheyi	California ground squirrel	NAm	USA	North	37	0.105	Population	181373.2731	537776.6097	359574.9414	3	0.633	0.76	8.7	NA	41.1	-121.913	11	5014	20481	Otospermophilus beecheyi	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Otospermophilus	LC	Stable	FALSE	FALSE	TRUE	LC	0.805666666666667	213	1	0
Ovibos moschatus	6631	R742	2011	Mammalia	Bovidae	Ovibos	moschatus	Ovibos_moschatus	Muskox	NAm	CAN	Northern Canada	19	NA	NA	Inf	0	NA	1	0.26	0.35	2.63	1.82	77.787	-84.673	10	3251	29684	Ovibos moschatus	ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Ovibos	LC	Stable	FALSE	FALSE	TRUE	LC	0.378333333333333	55	1	0
Ovis canadensis	6634	R744	1997	Mammalia	Bovidae	Ovis	canadensis	Ovis_canadensis	Bighorn sheep	NAm	USA	Carrizo	22	0.113	Global	22967.72089	900324.7231	239970.5368	8	0.667	0.543	3.7	NA	32.845	-116.199	3	3254	15735	Ovis canadensis	ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Ovis	LC	Stable	FALSE	FALSE	TRUE	LC	0.56096	1646	1	0
Ovis dalli	6713	R753	2004	Mammalia	Bovidae	Ovis	dalli	Ovis_dalli	Thinhorn sheep	NAm	CAN	D/OT/02	42	0.1533	Population	84892.32016	1808517.755	569279.7267	24	0.54	0.57	6.92	NA	61.771	-125.689	12	3334	39250	Ovis dalli	ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Ovis	LC	Stable	FALSE	FALSE	TRUE	LC	0.603181818181818	919	1	0
Panthera onca	7661	R921	2001	Mammalia	Felidae	Panthera	onca	Panthera_onca	Jaguar	NAm	MEX	North South America 56,58	25	0.045	Population	482642.8698	4988396.364	2579391.29	20	0.695	NA	6.655	NA	9.604	-62.191	29	4391	15953	Panthera onca	ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	FELIDAE	Panthera	NT	Decreasing	FALSE	FALSE	TRUE	NT	0.637961538461538	618	2	0
Pantherophis bairdi	4621	R456	2012	Reptilia	Colubridae	Pantherophis	bairdi	Pantherophis_bairdi	Baird's rat snake	NAm	USA	Western and central Texas	23	0.02	Population	356314.8433	356314.8433	356314.8433	2	0.32	0.46	5.17	NA	30.339	-103.041	6	780	63860	Pantherophis bairdi	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	COLUBRIDAE	Pantherophis	LC	Stable	FALSE	FALSE	TRUE	LC	0.46	23	1	0
Pantherophis gloydi	4595	R454	2010	Reptilia	Colubridae	Pantherophis	gloydi	Pantherophis_gloydi	Eastern fox snake	NAm	CAN	Maumee Bay: GR4	126	0.1	Population	47067.8676	257674.4633	83807.38801	33	NA	0.61	5.33	4.55	41.715	-83.395	11	735	90069683	Pantherophis vulpinus	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	COLUBRIDAE	Pantherophis	LC	Stable	FALSE	FALSE	TRUE	LC	0.53551724137931	1932	1	0
Pantherophis obsoletus	4603	R455	1999	Reptilia	Colubridae	Pantherophis	obsoleta	Pantherophis_obsoleta	Black Rat Snake	NAm	CAN	St Lawrence Island	37	0.0625	Population	1901.292458	1854228.728	641510.7926	12	NA	NA	NA	NA	44.369	-75.941	6	752	90069553	Pantherophis obsoletus	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	COLUBRIDAE	Pantherophis	LC	Stable	FALSE	FALSE	TRUE	LC	0.54	480	1	0
Passer domesticus	8581	R1096	2012	Aves	Passeridae	Passer	domesticus	Passer_domesticus	House sparrow	SAm	BRA	Various	60	0.02307	Population	1274274.094	1567341.848	1420807.971	3	0.7725	0.8375	11.5825	11.3725	-15.906	-52.743	6	5419	103818789	Passer domesticus	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PASSERIDAE	Passer	LC	Decreasing	FALSE	TRUE	TRUE	LC	0.816875	136	1	0
Passerculus sandwichensis	8690	R1146	2005	Aves	Passerellidae	Passerculus_sandwichensis	sandwichensis	Passerculus_sandwichensis	SAVANNAH SPARROWS (PASSERCULUS	NAm	CAN	Kent Island offspring	411	NA	NA	Inf	0	NA	1	0.86	0.905	19.33333333	NA	38.937	-76.329	6	5616	103780243	Passerculus sandwichensis	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PASSERELLIDAE	Passerculus	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.905	411	1	0
Pecari tajacu	8375	R1035	2010	Mammalia	Tayassuidae	Pecari	tajacu	Pecari_tajacu	Collared Peccary	NAm	USA	Texas: WWR	257	0.003	Population	194177.7861	652685.1599	423431.473	3	0.611	0.644	5.9	NA	28.121	-97.442	11	5150	41777	Pecari tajacu	ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	TAYASSUIDAE	Pecari	LC	Stable	FALSE	FALSE	TRUE	LC	0.644	257	1	0
Pelecanus erythrorhynchos	8603	R1107	2011	Aves	Pelecanidae	Pelecanus	erythrorhynchos	Pelecanus_erythrorhynchos	American white pelicans	NAm	USA	LaCreek	333	-0.000843333	Population	Inf	0	NA	1	0.712777778	0.698888889	NA	5.255714286	43.121	-101.539	10	5441	22697611	Pelecanus erythrorhynchos	ANIMALIA	CHORDATA	AVES	PELECANIFORMES	PELECANIDAE	Pelecanus	LC	Increasing	TRUE	TRUE	TRUE	LC	0.673111111	356	1	0
Pelecanus occidentalis	8835	R1219	2017	Aves	Pelecanidae	Pelecanus	occidentalis	Pelecanus_occidentalis	brown pelican	NAm	USA	Alabama	235	0.012577778	Population	Inf	0	NA	1	0.38	0.39	3.61	2.3	29.369	-89.991	7	5867	22733989	Pelecanus occidentalis	ANIMALIA	CHORDATA	AVES	PELECANIFORMES	PELECANIDAE	Pelecanus	LC	Increasing	TRUE	TRUE	TRUE	LC	0.39	235	1	0
Peromyscus leucopus	7382	R869	2010	Mammalia	Cricetidae	Peromyscus	leucopus	Peromyscus_leucopus	White-footed mouse	NAm	USA	Methodist 	18	0.041	Global	7565.902827	8730.573017	8201.177476	12	NA	0.848	8.1	NA	39.566	-84.815	8	4049	16669	Peromyscus leucopus	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	LC	Stable	FALSE	FALSE	TRUE	LC	0.872514285714286	1669	1	0
Peromyscus maniculatus	7410	R871	2012	Mammalia	Cricetidae	Peromyscus	maniculatus	Peromyscus_maniculatus	North American deer mouse	NAm	USA	Schoolcraft	13	0.114	Population	51261.38423	251265.3435	107540.8148	16	0.76	0.81	8.45	6.62	46.218	-85.97	16	4077	16672	Peromyscus maniculatus	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	LC	Stable	FALSE	FALSE	TRUE	LC	0.720625	182	1	0
Peromyscus polionotus	8368	R957	2015	Mammalia	Sciuridae	Xerospermosphilus	polionotus	Xerospermosphilus_polionotus	Perdido Key Beach mouse	NAm	USA	Gulf State park	78	0.109	Population	7975.790896	19214.55271	13595.1718	3	NA	0.314	3.06	2.67	30.275	-87.548	16	5141	42654	Peromyscus polionotus	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	LC	Unknown	FALSE	FALSE	TRUE	LC	0.418333333333333	298	1	0
Petrochelidon fulva	8714	R638	2000	Aves	Hirundinidae	Petrochelidon	fulva	Petrochelidon_fulva	Cave Swallow	NAm	MEX	Rancho X'azul	11	NA	NA	1306963.77	3412126.898	2242811.282	5	0.327	0.451	3.6	NA	19.72	-98.951	5	5661	22712435	Petrochelidon fulva	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	HIRUNDINIDAE	Petrochelidon	LC	Increasing	FALSE	FALSE	TRUE	LC	0.3672	46	1	0
Phaenostictus mcleannani	8981	R1269	2008	Aves	Thamnophilidae	Phaenostictus	mcleannani	Phaenostictus_mcleannani	The ocellated antbird	CAm	CRI	La Selva Research Station	65	NA	NA	Inf	0	NA	1	0.464272727	0.5162	6.2	NA	10.431	-84.007	13	6058	22701971	Phaenostictus mcleannani	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	THAMNOPHILIDAE	Phaenostictus	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.5162	65	1	0
Phaeognathus hubrichti	5650	R610	2012	Amphibia	Plethodontidae	Phaeognathus	hubrichti	Phaeognathus_hubrichti	Red hills salamander	NAm	USA	Conecuh River 5	20	0.1675	Population	16438.65813	86515.37237	49425.31707	5	0.611	0.696	NA	NA	31.372	-86.599	10	2058	16801	Phaeognathus hubrichti	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	PLETHODONTIDAE	Phaeognathus	EN	Decreasing	FALSE	FALSE	TRUE	EN	0.685	105	4	1
Phalacrocorax auritus	9075	R1309	2013	Aves	Phalacrocoracidae	Phalacrocorax	auritus	Phalacrocorax_auritus	double-crested cormorants	NAm	USA	San Francisco	17	0.024545455	Population	461617.3301	4940194.491	2480537.637	23	0.675	NA	NA	NA	37.741	-122.45	8	6192	22696776	Nannopterum auritus	ANIMALIA	CHORDATA	AVES	SULIFORMES	PHALACROCORACIDAE	Nannopterum	LC	Increasing	TRUE	TRUE	TRUE	LC	0.614027777666667	480	1	0
Phalacrocorax harrisi	8736	R1169	2009	Aves	Phalacrocoracidae	Phalacrocorax	harrisi	Phalacrocorax_harrisi	flightless cormorant	SAm	ECU	Elizabeth norte	24	0.0825	Population	38889.94612	95241.80545	64880.44968	8	NA	NA	4	NA	-0.603	-91.906	5	5701	22696756	Nannopterum harrisi	ANIMALIA	CHORDATA	AVES	SULIFORMES	PHALACROCORACIDAE	Nannopterum	VU	Stable	TRUE	FALSE	TRUE	VU	0.5625	289	3	1
Phrynosoma cornutum	5581	R574	2014	Reptilia	Phrynosomatidae	Phrynosoma	cornutum	Phrynosoma_cornutum	Horned Lizard	NAm	USA	Tinker AFB 	35	0.1167	Population	588.0885306	737084.8338	612335.0125	10	0.812	0.813	9.429	7.25	35.419	-97.39	14	1983	64072	Phrynosoma cornutum	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	PHRYNOSOMATIDAE	Phrynosoma	LC	Stable	FALSE	FALSE	TRUE	LC	0.771909090909091	418	1	0
Phrynosoma modestum	5446	R575	2012	Reptilia	Iguanidae	Phrynosoma	modestum	Phrynosoma_modestum	Roundtail horned lizard	NAm	USA	Western Texas	15	NA	NA	654160.3382	5381282.486	3440566.527	4	0.749	0.875	13.125	NA	31.74	-105.975	8	1818	64078	Phrynosoma modestum	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	PHRYNOSOMATIDAE	Phrynosoma	LC	Stable	FALSE	FALSE	TRUE	LC	0.875	15	1	0
Phyllodactylus tuberculosus	5161	R531	2013	Reptilia	Gekkonidae	Phyllodactylus	tuberculosus	Phyllodactylus_tuberculosus	Leaf-toed gecko	NAm	MEX	Alamos	36	0.057	Population	2449.334873	31273.89784	17584.60463	23	0.762	0.773	8.8	6.489	27.023	-108.941	10	1468	198394	Phyllodactylus tuberculosus	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	PHYLLODACTYLIDAE	Phyllodactylus	LC	Stable	FALSE	FALSE	TRUE	LC	0.741842105263158	672	1	0
